project_id,reporting_month,project_length_km,original_contract_value_inr_cr,planned_duration_months,months_since_start,state,project_type,contractor,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_cost_to_date_inr_cr,actual_expenditure_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,contractor_productivity_factor,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,expenditure_gap_inr_cr,cost_tracking_gap_inr_cr,delay_factor_count,delay_factor_severity,project_age_ratio,months_to_planned_completion,schedule_pressure,progress_efficiency,cost_growth_rate,recent_progress_trend_3m,recent_cost_trend_3m,consecutive_underperforming_months,recent_adverse_events_3m,is_terminal_snapshot,final_cost_overrun_pct,cost_overrun
HRI-0116,2021-12,11.78,360.98,15,10,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,74.07,57.37,-16.71,74.07,55.28,-18.79,267.39,199.56,236.19,122.0,53.68,38.8,20.57,1.14,0.925,32.1,8.9,0.0,7.9,2.1,0.0,40.9,11.9,17.0,5.8,-67.82999999999998,-36.629999999999995,8.0,126.6,0.6666666666666666,5,8.526,0.7745375995679763,0.8833165039829463,6.199999999999998,24.456666666666667,2,3.0,False,11.73,1
HRI-0116,2022-01,11.78,360.98,15,11,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,82.46,63.23,-19.23,82.46,60.68,-21.78,297.66,219.03,262.39,133.25,59.02,43.09,25.88,1.14,0.863,32.1,8.9,0.0,7.9,2.1,0.0,41.4,11.9,26.9,5.8,-78.63000000000002,-43.359999999999985,8.0,137.0,0.7333333333333333,4,9.1925,0.7667960223138491,0.8815091043472417,5.8,25.00666666666666,3,3.0,False,11.73,1
HRI-0116,2022-02,11.78,360.98,15,12,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,89.6,67.86,-21.74,89.6,65.07,-24.53,323.44,234.9,287.1,143.0,63.5,46.85,32.56,1.2,0.945,32.1,8.9,0.0,9.7,2.1,0.0,45.9,11.9,34.2,5.8,-88.53999999999999,-52.20000000000002,8.0,150.60000000000002,0.8,3,10.713333333333333,0.7573660714285715,0.8876453128864705,5.5200000000000005,24.676666666666677,4,3.0,False,11.73,1
HRI-0116,2022-03,11.78,360.98,15,13,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,95.14,74.36,-20.78,95.14,71.27,-23.87,343.44,257.29,310.81,155.94,69.82,51.19,32.56,1.29,1.007,32.1,8.9,0.0,9.7,2.1,0.0,52.1,11.9,34.2,5.8,-86.14999999999998,-53.51999999999998,8.0,156.8,0.8666666666666667,2,12.82,0.781585032583561,0.9049906825064058,5.663333333333334,24.873333333333335,5,3.0,False,11.73,1
HRI-0116,2022-04,11.78,360.98,15,14,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,98.73,81.41,-17.32,98.73,78.17,-20.55,356.38,282.19,336.33,170.49,76.47,55.5,32.56,1.3,1.021,32.1,8.9,0.0,9.7,2.1,0.0,52.8,11.9,34.2,5.8,-74.19,-54.139999999999986,8.0,157.5,0.9333333333333333,1,18.590000000000003,0.8245720652284007,0.9437398282731915,6.06,24.646666666666665,0,3.0,False,11.73,1
HRI-0116,2022-05,11.78,360.98,15,15,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,100.0,89.01,-10.99,100.0,85.8,-14.2,360.98,309.72,361.82,184.35,83.01,60.59,32.56,1.31,1.02,32.1,8.9,0.0,9.7,2.1,0.0,54.0,11.9,34.2,5.8,-51.25999999999999,-52.099999999999966,8.0,158.70000000000002,1.0,0,10.989999999999995,0.8901,1.002326998725691,7.050000000000002,24.906666666666656,0,3.0,False,11.73,1
HRI-0116,2022-06,11.78,360.98,15,16,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,100.0,93.31,-6.69,100.0,90.15,-9.85,360.98,325.41,378.4,193.22,87.12,63.79,32.56,1.71,1.104,34.8,8.9,0.0,9.7,16.0,0.0,75.3,11.9,34.2,5.8,-35.56999999999999,-52.98999999999995,8.0,196.60000000000002,1.0666666666666667,-1,6.689999999999998,0.9331,1.0482575211923097,6.316666666666667,22.52999999999999,1,3.0,False,11.73,1
HRI-0116,2022-07,11.78,360.98,15,17,Assam,Bypass/Ring Road,Malwa Builders Pvt Ltd,100.0,100.0,0.0,100.0,97.82,-2.18,360.98,353.09,403.34,207.73,93.18,68.05,32.56,1.82,1.208,34.8,8.9,0.0,9.7,16.0,0.0,83.7,11.9,34.2,5.8,-7.890000000000043,-50.25,8.0,205.0,1.1333333333333333,-2,0.0,1.0,1.117347221452712,6.196666666666668,22.336666666666662,0,3.0,True,11.73,1
HRI-0117,2019-07,4.66,112.56,12,1,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,1.97,7.97,6.0,1.97,,,2.21,,10.34,4.82,2.19,1.51,1.76,0.06,0.921,0.0,0.0,0.0,0.0,0.0,,7.8,0.0,9.1,0.0,,,,,0.08333333333333333,11,8.366363636363637,4.0456852791878175,4.678733031674208,7.97,10.34,1,0.0,False,10.72,1
HRI-0117,2019-08,4.66,112.56,12,2,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,7.41,14.52,7.11,7.41,,,8.34,,17.52,9.0,3.91,2.7,1.76,0.15,0.973,7.5,0.0,0.0,0.0,0.0,0.0,11.3,0.0,9.1,0.0,,,3.0,27.9,0.16666666666666666,10,8.548,1.9595141700404857,2.1007194244604315,7.26,8.76,2,1.0,False,10.72,1
HRI-0117,2019-09,4.66,112.56,12,3,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,15.62,21.75,6.13,15.62,21.3,5.67,17.59,23.98,24.85,12.94,5.9,3.93,1.76,0.32,1.014,7.5,0.0,0.7,0.0,0.0,0.0,28.6,0.0,9.1,0.0,6.390000000000001,-0.870000000000001,4.0,45.9,0.25,9,8.694444444444445,1.3924455825864277,1.4127345082433203,7.25,8.283333333333333,3,2.0,False,10.72,1
HRI-0117,2019-10,4.66,112.56,12,4,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,25.93,29.48,3.55,25.93,29.07,3.15,29.18,32.72,34.0,17.79,8.23,5.81,1.76,0.41,1.014,10.5,0.0,0.7,0.0,0.0,0.0,29.1,4.1,9.1,0.0,3.539999999999999,-1.2800000000000011,5.0,53.50000000000001,0.3333333333333333,8,8.815,1.1369070574623987,1.1651816312542838,7.170000000000001,7.886666666666667,4,3.0,False,10.72,1
HRI-0117,2019-11,4.66,112.56,12,5,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,37.62,37.68,0.06,37.62,37.33,-0.29,42.34,42.02,43.25,22.87,10.71,7.49,1.76,0.42,1.009,10.5,0.0,0.7,0.0,0.0,0.0,29.5,4.1,9.1,0.0,-0.3200000000000003,-1.2299999999999969,5.0,53.9,0.4166666666666667,7,8.902857142857142,1.0015948963317385,1.0214926783183749,7.72,8.576666666666666,5,3.0,False,10.72,1
HRI-0117,2019-12,4.66,112.56,12,6,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,50.0,46.57,-3.43,50.0,46.89,-3.11,56.28,52.78,53.42,28.6,13.19,9.44,1.76,0.44,1.028,10.5,0.0,0.7,0.0,0.0,0.0,31.4,4.1,9.1,0.0,-3.5,-0.6400000000000006,5.0,55.800000000000004,0.5,6,8.905,0.9314,0.949182658137882,8.273333333333333,9.523333333333333,0,3.0,False,10.72,1
HRI-0117,2020-01,4.66,112.56,12,7,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,62.38,53.77,-8.62,62.38,55.05,-7.33,70.22,61.96,62.77,34.04,15.43,11.1,1.76,0.44,0.981,10.5,0.0,0.7,0.0,0.0,0.0,31.5,4.1,9.1,0.0,-8.259999999999998,-0.8100000000000023,5.0,55.9,0.5833333333333334,5,9.245999999999999,0.8619749919846105,0.8939048704072914,8.096666666666668,9.590000000000002,1,3.0,False,10.72,1
HRI-0117,2020-02,4.66,112.56,12,8,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,74.07,60.51,-13.56,74.07,62.54,-11.54,83.38,70.39,69.52,37.43,17.09,12.47,1.76,0.78,1.013,38.4,0.0,0.7,0.0,0.0,0.0,34.5,4.1,9.1,0.0,-12.989999999999995,0.8700000000000045,5.0,86.8,0.6666666666666666,4,9.8725,0.816929931146213,0.8337730870712401,7.609999999999999,8.756666666666666,2,3.0,False,10.72,1
HRI-0117,2020-03,4.66,112.56,12,9,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,84.38,69.36,-15.02,84.38,72.71,-11.66,94.97,81.85,80.46,43.48,19.77,14.66,1.76,0.79,1.104,38.4,0.0,0.7,0.0,0.0,0.0,36.1,4.1,9.1,0.0,-13.120000000000005,1.3900000000000006,5.0,88.4,0.75,3,10.213333333333333,0.8219957335861579,0.8472149099715699,7.596666666666667,9.01333333333333,0,3.0,False,10.72,1
HRI-0117,2020-04,4.66,112.56,12,10,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,92.59,78.78,-13.81,92.59,83.52,-9.07,104.22,94.01,91.97,50.38,22.4,16.62,1.76,0.81,1.128,38.4,0.0,0.7,0.0,0.0,0.0,37.7,4.1,9.1,0.0,-10.209999999999994,2.0400000000000063,5.0,90.0,0.8333333333333334,2,10.61,0.8508478237390646,0.8824601803876415,8.336666666666666,9.733333333333333,0,3.0,False,10.72,1
HRI-0117,2020-05,4.66,112.56,12,11,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,98.03,88.12,-9.91,98.03,93.82,-4.22,110.35,105.6,102.93,56.51,25.4,18.45,1.76,0.82,1.115,38.4,0.0,0.7,0.0,0.0,0.0,38.4,4.1,9.1,0.0,-4.75,2.6699999999999875,5.0,90.69999999999999,0.9166666666666666,1,11.879999999999995,0.8989084973987556,0.9327594019030359,9.203333333333335,11.13666666666667,0,3.0,False,10.72,1
HRI-0117,2020-06,4.66,112.56,12,12,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,100.0,97.67,-2.33,100.0,100.0,0.0,112.56,112.56,113.81,62.13,28.42,20.63,1.76,0.88,1.181,38.4,0.0,0.7,0.0,0.1,0.0,46.8,4.1,9.1,0.0,0.0,-1.25,6.0,99.19999999999999,1.0,0,2.3299999999999983,0.9767,1.0111051883439943,9.436666666666667,11.116666666666669,0,3.0,False,10.72,1
HRI-0117,2020-07,4.66,112.56,12,13,Bihar,Bypass/Ring Road,Horizon Roadways Pvt Ltd,100.0,100.0,0.0,100.0,100.0,0.0,112.56,112.56,124.63,68.37,31.0,22.61,1.76,0.88,1.189,38.4,0.0,0.7,0.0,0.1,0.0,47.0,4.1,9.1,0.0,0.0,-12.069999999999993,6.0,99.4,1.0833333333333333,-1,0.0,1.0,1.1072316986496091,7.073333333333333,10.886666666666665,1,3.0,True,10.72,1
HRI-0118,2020-04,42.48,292.85,18,1,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,0.89,5.52,4.63,0.89,5.5,4.6,2.61,16.09,23.79,7.59,3.98,2.82,9.32,0.07,1.059,0.0,0.0,0.0,0.0,3.7,0.0,2.0,0.0,13.7,0.0,13.48,-7.699999999999999,3.0,19.4,0.05555555555555555,17,5.557647058823529,5.0,5.0,5.52,23.79,1,1.0,False,-1.76,0
HRI-0118,2020-05,42.48,292.85,18,2,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,3.43,10.44,7.01,3.43,10.44,7.01,10.04,30.57,37.28,15.39,7.43,4.96,9.32,0.18,1.034,6.7,0.0,0.0,0.0,3.7,0.0,4.0,0.0,13.7,0.0,20.53,-6.710000000000001,4.0,28.1,0.1111111111111111,16,5.5975,3.0437317784256557,3.713147410358566,5.22,18.64,2,2.0,False,-1.76,0
HRI-0118,2020-06,42.48,292.85,18,3,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,7.41,15.35,7.94,7.41,15.43,8.02,21.69,45.18,50.27,22.53,10.81,7.38,9.32,0.22,1.006,6.7,0.0,0.0,0.0,5.3,0.0,6.9,0.0,13.7,0.0,23.49,-5.090000000000003,4.0,32.599999999999994,0.16666666666666666,15,5.6433333333333335,2.0715249662618085,2.3176579068695253,5.116666666666666,16.756666666666668,3,3.0,False,-1.76,0
HRI-0118,2020-07,42.48,292.85,18,4,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,12.62,19.07,6.45,12.62,19.16,6.54,36.96,56.1,61.38,28.63,13.28,9.37,9.32,0.78,0.983,6.7,1.4,0.0,0.0,5.3,0.0,27.8,0.0,13.7,0.0,19.14,-5.280000000000001,5.0,54.900000000000006,0.2222222222222222,14,5.780714285714287,1.5110935023771792,1.6607142857142858,4.516666666666667,12.530000000000001,4,3.0,False,-1.76,0
HRI-0118,2020-08,42.48,292.85,18,5,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,18.86,24.92,6.06,18.86,24.83,5.97,55.24,72.71,78.21,37.34,17.82,12.67,9.54,0.83,0.92,6.7,1.4,0.0,0.0,5.3,0.0,30.7,0.0,14.3,0.0,17.46999999999999,-5.5,5.0,58.400000000000006,0.2777777777777778,13,5.775384615384615,1.3213149522799577,1.4158218682114407,4.826666666666667,13.64333333333333,0,3.0,False,-1.76,0
HRI-0118,2020-09,42.48,292.85,18,6,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,25.93,28.65,2.73,25.93,28.55,2.62,75.92,83.61,88.94,43.47,20.34,14.5,9.54,1.08,0.925,6.7,3.2,0.0,0.0,5.3,0.0,42.2,0.0,14.3,0.0,7.689999999999998,-5.329999999999998,5.0,71.7,0.3333333333333333,12,5.945833333333333,1.104897801774007,1.1714963119072708,4.433333333333333,12.889999999999999,1,3.0,False,-1.76,0
HRI-0118,2020-10,42.48,292.85,18,7,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,33.61,32.96,-0.65,33.61,32.72,-0.89,98.42,95.82,101.03,49.85,23.36,17.17,9.54,1.1,0.976,6.7,3.3,0.0,0.0,5.8,0.0,43.4,0.0,14.3,0.0,-2.6000000000000085,-5.210000000000008,5.0,73.5,0.3888888888888889,11,6.094545454545454,0.9806605177030646,1.0265190002032107,4.63,13.216666666666667,2,3.0,False,-1.76,0
HRI-0118,2020-11,42.48,292.85,18,8,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,41.7,37.81,-3.9,41.7,37.59,-4.11,122.12,110.09,113.73,56.71,26.57,19.69,9.54,1.22,0.977,6.7,3.3,0.0,0.0,5.8,0.0,44.8,3.7,14.3,0.0,-12.030000000000001,-3.6400000000000006,6.0,78.6,0.4444444444444444,10,6.218999999999999,0.9067146282973622,0.931297084834589,4.296666666666667,11.840000000000003,3,3.0,False,-1.76,0
HRI-0118,2020-12,42.48,292.85,18,9,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,50.0,42.98,-7.02,50.0,42.57,-7.43,146.43,124.67,127.46,64.02,30.05,22.58,9.54,1.27,1.028,6.7,3.3,4.5,0.0,5.8,0.0,45.1,3.7,14.3,0.0,-21.760000000000005,-2.789999999999992,7.0,83.39999999999999,0.5,9,6.335555555555556,0.8595999999999999,0.8704500443898108,4.776666666666666,12.839999999999998,4,3.0,False,-1.76,0
HRI-0118,2021-01,42.48,292.85,18,10,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,58.3,47.52,-10.78,58.3,46.85,-11.45,170.73,137.2,139.26,70.49,32.86,24.87,9.54,1.51,0.991,6.7,24.1,4.5,0.0,5.8,0.0,46.9,3.7,14.3,0.0,-33.53,-2.0600000000000023,7.0,105.99999999999999,0.5555555555555556,8,6.56,0.8150943396226416,0.8156738710244246,4.853333333333334,12.74333333333333,5,3.0,False,-1.76,0
HRI-0118,2021-02,42.48,292.85,18,11,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,66.39,51.94,-14.45,66.39,50.73,-15.66,194.43,148.56,150.79,76.79,35.65,27.26,9.54,1.56,0.969,6.7,24.1,4.5,0.0,5.8,0.0,48.7,3.7,14.3,0.0,-45.870000000000005,-2.2299999999999898,7.0,107.8,0.6111111111111112,7,6.865714285714286,0.7823467389667118,0.7755490407858869,4.709999999999998,12.35333333333333,6,3.0,False,-1.76,0
HRI-0118,2021-03,42.48,292.85,18,12,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,74.07,57.63,-16.44,74.07,55.71,-18.36,216.93,163.16,167.17,85.61,40.0,30.36,9.54,1.64,0.917,6.7,24.1,4.5,0.0,5.8,0.0,52.2,3.7,14.3,0.0,-53.77000000000001,-4.009999999999991,7.0,111.3,0.6666666666666666,6,7.0616666666666665,0.7780477926285947,0.7706172498040842,4.8833333333333355,13.236666666666665,0,3.0,False,-1.76,0
HRI-0118,2021-04,42.48,292.85,18,13,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,81.14,63.6,-17.54,81.14,60.78,-20.36,237.61,178.0,184.24,94.73,44.56,33.76,9.54,1.65,0.956,6.7,24.1,4.5,0.0,5.8,0.0,52.8,3.7,14.3,0.0,-59.610000000000014,-6.240000000000009,7.0,111.89999999999999,0.7222222222222222,5,7.279999999999999,0.7838304165639636,0.7753882412356382,5.359999999999999,14.99333333333334,0,3.0,False,-1.76,0
HRI-0118,2021-05,42.48,292.85,18,14,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,87.38,68.77,-18.61,87.38,65.18,-22.2,255.89,190.88,198.95,102.93,48.11,36.68,9.54,1.68,0.969,6.7,24.1,4.5,0.0,5.8,0.0,54.6,3.7,14.3,0.0,-65.00999999999999,-8.069999999999993,7.0,113.7,0.7777777777777778,4,7.807500000000001,0.7870222018768597,0.7774825120168822,5.609999999999999,16.05333333333333,1,3.0,False,-1.76,0
HRI-0118,2021-06,42.48,292.85,18,15,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,92.59,74.68,-17.91,92.59,70.37,-22.22,271.16,206.07,217.7,113.59,53.0,39.69,9.54,1.88,0.989,6.7,24.1,4.5,0.0,5.8,0.0,67.7,3.7,14.3,0.0,-65.09000000000003,-11.629999999999995,7.0,126.8,0.8333333333333334,3,8.439999999999998,0.8065665838643482,0.8028470275851894,5.6833333333333345,16.843333333333334,0,3.0,False,-1.76,0
HRI-0118,2021-07,42.48,292.85,18,16,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,96.57,78.49,-18.08,96.57,73.8,-22.77,282.81,216.11,229.12,119.55,55.54,41.78,9.54,2.71,0.969,27.0,24.1,4.5,0.0,12.8,0.0,73.0,3.7,14.3,0.0,-66.69999999999999,-13.009999999999991,7.0,159.4,0.8888888888888888,2,10.755000000000003,0.8127782955369163,0.8101552278915173,4.963333333333331,14.959999999999999,1,3.0,False,-1.76,0
HRI-0118,2021-08,42.48,292.85,18,17,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,99.11,84.34,-14.77,99.11,78.94,-20.17,290.24,231.17,243.44,127.62,59.42,44.15,9.54,2.72,1.023,27.0,24.1,4.5,0.0,12.8,0.0,73.8,3.7,14.3,0.0,-59.07000000000002,-12.27000000000001,7.0,160.20000000000002,0.9444444444444444,1,15.659999999999997,0.8509736656240541,0.8387541345093715,5.190000000000002,14.830000000000004,0,3.0,False,-1.76,0
HRI-0118,2021-09,42.48,292.85,18,18,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,100.0,90.27,-9.73,100.0,83.97,-16.03,292.85,245.92,259.94,136.3,63.6,47.37,9.54,3.13,1.075,27.9,25.0,4.5,0.0,12.8,0.0,89.7,3.7,14.3,0.0,-46.930000000000035,-14.02000000000001,7.0,177.9,1.0,0,9.730000000000004,0.9027,0.8876216493085196,5.196666666666663,14.080000000000004,0,3.0,False,-1.76,0
HRI-0118,2021-10,42.48,292.85,18,19,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,100.0,94.97,-5.03,100.0,88.05,-11.95,292.85,257.85,271.79,142.86,66.56,49.62,9.54,3.21,1.123,27.9,25.0,4.5,4.1,12.8,0.0,91.1,3.7,14.3,0.0,-35.0,-13.939999999999998,8.0,183.4,1.0555555555555556,-1,5.030000000000001,0.9497,0.9280860508792897,5.493333333333335,14.223333333333338,1,3.0,False,-1.76,0
HRI-0118,2021-11,42.48,292.85,18,20,West Bengal,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,100.0,100.0,0.0,100.0,92.56,-7.44,292.85,271.07,287.7,151.95,70.43,52.44,9.54,3.34,1.065,32.2,25.0,4.5,4.1,12.8,0.0,92.6,3.7,14.3,0.0,-21.78000000000003,-16.629999999999995,8.0,189.2,1.1111111111111112,-2,0.0,1.0,0.9824142052245176,5.219999999999999,14.75333333333333,2,3.0,True,-1.76,0
HRI-0119,2024-07,1.34,139.03,12,1,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,1.97,6.66,4.69,1.97,6.55,4.58,2.74,9.11,9.85,5.47,2.36,1.98,0.0,0.04,0.943,0.0,0.0,2.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.369999999999999,-0.7400000000000002,2.0,5.2,0.08333333333333333,11,8.485454545454546,3.3807106598984773,3.594890510948905,6.66,9.85,1,1.0,False,1.57,0
HRI-0119,2024-08,1.34,139.03,12,2,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,7.41,13.59,6.18,7.41,13.72,6.32,10.3,19.08,18.27,10.12,4.54,3.53,,0.08,0.925,0.0,0.0,2.2,0.0,0.0,0.0,9.3,0.0,0.0,0.0,8.779999999999998,0.8099999999999987,2.0,11.5,0.16666666666666666,10,8.641,1.8340080971659918,1.77378640776699,6.795,9.135,2,2.0,False,1.57,0
HRI-0119,2024-09,1.34,139.03,12,3,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,15.62,20.94,5.31,15.62,21.11,5.49,21.72,29.35,27.35,15.11,6.67,5.45,0.0,0.11,0.862,0.8,0.0,2.2,0.0,0.0,0.0,11.2,0.0,0.0,0.0,7.630000000000003,2.0,3.0,14.2,0.25,9,8.784444444444444,1.3405889884763125,1.2592081031307552,6.98,9.116666666666667,3,3.0,False,1.57,0
HRI-0119,2024-10,1.34,139.03,12,4,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,25.93,25.7,-0.22,25.93,25.74,-0.19,36.04,35.79,33.92,18.55,8.22,6.84,0.0,0.31,0.967,14.9,0.0,2.2,0.0,11.3,0.0,11.3,0.0,0.0,0.0,-0.25,1.8699999999999974,4.0,39.7,0.3333333333333333,8,9.2875,0.9911299652911685,0.9411764705882354,6.346666666666667,8.023333333333333,4,3.0,False,1.57,0
HRI-0119,2024-11,1.34,139.03,12,5,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,37.62,34.31,-3.3,37.62,33.84,-3.78,52.3,47.04,46.86,25.13,11.22,8.99,1.19,0.32,1.032,16.5,0.0,2.2,0.0,11.3,0.0,12.1,0.0,0.0,4.8,-5.259999999999998,0.17999999999999972,5.0,46.89999999999999,0.4166666666666667,7,9.384285714285713,0.9120148856990964,0.8959847036328872,6.906666666666667,9.53,0,3.0,False,1.57,0
HRI-0119,2024-12,1.34,139.03,12,6,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,50.0,41.67,-8.33,50.0,40.48,-9.52,69.52,56.28,57.54,30.96,13.87,11.18,1.19,0.33,0.961,16.5,0.0,2.2,0.0,11.3,0.0,12.7,0.0,0.0,4.8,-13.239999999999995,-1.259999999999998,5.0,47.5,0.5,6,9.721666666666666,0.8334,0.8276754890678941,6.91,10.063333333333333,1,3.0,False,1.57,0
HRI-0119,2025-01,1.34,139.03,12,7,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,62.38,49.8,-12.58,62.38,47.6,-14.78,86.73,66.18,68.89,37.29,16.55,13.5,1.19,0.35,0.963,16.5,0.0,2.2,0.0,11.3,0.0,15.7,0.0,0.0,4.8,-20.549999999999997,-2.7099999999999937,5.0,50.5,0.5833333333333334,5,10.040000000000001,0.7983327989740301,0.7943041623429032,8.033333333333333,11.656666666666666,2,3.0,False,1.57,0
HRI-0119,2025-02,1.34,139.03,12,8,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,74.07,56.45,-17.62,74.07,53.76,-20.31,102.99,74.75,77.64,42.23,18.63,15.23,1.19,0.36,0.9,16.5,0.0,2.2,0.0,11.3,0.0,16.6,0.0,0.0,4.8,-28.239999999999995,-2.8900000000000006,5.0,51.4,0.6666666666666666,4,10.8875,0.7621169164304038,0.7538595980192252,7.38,10.26,3,3.0,False,1.57,0
HRI-0119,2025-03,1.34,139.03,12,9,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,84.38,62.64,-21.73,84.38,59.5,-24.87,117.31,82.73,85.94,46.75,21.05,16.58,1.19,0.37,0.87,16.5,0.0,2.2,0.0,11.3,0.0,17.5,0.0,0.0,4.8,-34.58,-3.2099999999999937,5.0,52.3,0.75,3,12.453333333333333,0.7423560085328277,0.7325888671042536,6.989999999999999,9.466666666666667,4,3.0,False,1.57,0
HRI-0119,2025-04,1.34,139.03,12,10,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,92.59,70.23,-22.37,92.59,66.48,-26.11,128.73,92.43,95.22,52.01,23.29,18.37,1.19,0.37,0.88,16.5,0.0,2.2,0.0,11.3,0.0,17.7,0.0,0.0,4.8,-36.29999999999998,-2.789999999999992,5.0,52.5,0.8333333333333334,2,14.884999999999998,0.7585052381466681,0.7396877184805407,6.810000000000002,8.776666666666666,5,3.0,False,1.57,0
HRI-0119,2025-05,1.34,139.03,12,11,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,98.03,78.45,-19.58,98.03,74.03,-24.0,136.29,102.93,105.94,57.92,26.31,20.15,1.19,0.37,0.939,16.5,0.0,2.2,0.0,11.3,0.0,18.0,0.0,0.0,4.8,-33.359999999999985,-3.009999999999991,5.0,52.8,0.9166666666666666,1,21.549999999999997,0.8002652249311435,0.7773130823978281,7.333333333333333,9.433333333333332,6,3.0,False,1.57,0
HRI-0119,2025-06,1.34,139.03,12,12,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,100.0,86.08,-13.92,100.0,81.03,-18.97,139.03,112.66,117.07,64.38,29.12,21.92,1.19,0.46,0.943,16.5,0.0,2.2,0.0,11.3,0.0,27.0,0.0,0.0,4.8,-26.370000000000005,-4.409999999999997,5.0,61.8,1.0,0,13.920000000000002,0.8608,0.8420484787455944,7.813333333333333,10.376666666666665,7,3.0,False,1.57,0
HRI-0119,2025-07,1.34,139.03,12,13,Jharkhand,Bridge/ROB/Flyover,Prakash Highways Ltd,100.0,94.04,-5.96,100.0,,,139.03,,127.84,70.79,31.57,23.8,1.19,0.48,1.055,16.5,0.0,2.2,0.0,15.0,0.0,27.3,0.0,0.0,4.8,,,5.0,65.8,1.0833333333333333,-1,5.959999999999994,0.9404,0.9195137740056103,7.936666666666667,10.873333333333335,8,3.0,False,1.57,0
